,Gene,ENSEMBL_ID,Brum.HAP1.GTS,Brum.KBM7.GTS,Saba15.KBM7.cs,Saba15.KBM7.fdr,Saba15.K562.cs,Saba15.K562.fdr,Saba15.Jiyoye.cs,Saba15.Jiyoye.fdr,Saba15.Raji.cs,Saba15.Raji.fdr,Saba17.EOL1,Saba17.HEL,Saba17.MOLM13,Saba17.MonoMac1,Saba17.NB4.rep1,Saba17.NB4.rep2,Saba17.OCI.AML2,Saba17.OCI.AML3,Saba17.OCI.AML5,Saba17.P31.FUJ,Saba17.PL21,Saba17.SKM1,Saba17.TF1,Saba17.THP1,Weis16.csa.MW.pvalue,Weis16.csa.avg,Weis16.csi.MW.pvalue,Weis16.csi.avg,inactivating.mutation,deletion,down_reg_hema_cancer,CGC_tier,Tumour.Types.Somatic.,Tumour.Types.Germline.,Role.in.Cancer,Mutation.Types,GeneType,TSgene
722,NXPH1,ENSG00000122584,0.5,0.577464789,0.41,0.006780616,0.415,0.16132764,0.208,0.530403321,0.118,0.535611483,0.184,0.47,0.5,0.262,0.142,-0.076,0.358,0.042,0.346,0.463,0.24,0.194,0.327,0.172,0.184045561,0.011486172,0.181549635,-0.050463709,,,,0,NA,NA,NA,NA,NA,0
723,OPN1SW,ENSG00000128617,0.5,0.4,0.165,0.236179463,-0.404,0.641775432,0.43,0.088470118,0.379,0.268770975,0.402,0.296,0.01,0.098,0.19,-0.208,0.225,-0.306,0.133,-0.178,-0.014,0.017,-0.047,0.089,0.51656563,-0.028703646,0.196046527,-0.003208278,,,,0,NA,NA,NA,NA,NA,0
724,PCLO,ENSG00000186472,0.5,0.588785047,-0.61,0.828222686,-1.123,0.685590591,-0.498,0.877915149,-0.208,0.976632302,-0.205,-0.207,-0.95,-0.319,-0.093,-0.163,-0.113,-0.379,-0.428,-1.002,-0.735,-0.812,-0.529,-0.767,0.241328907,-0.007533869,0.178146791,-0.032590601,,,,0,NA,NA,NA,NA,NA,0
725,PCOLCE,ENSG00000106333,0.5,0.5,-0.945,0.494033987,-1.106,0.271247308,0.015,0.759815314,-0.617,0.891432254,-0.577,-0.495,-0.82,-0.437,-0.59,-0.163,-0.306,0.049,-0.935,-0.552,-0.227,-0.208,-0.84,-0.843,0.344634466,-0.009733797,0.827215768,0.009619904,,,,0,NA,NA,NA,NA,NA,0
726,PDAP1,ENSG00000106244,0.12,0.340361446,-1.823,0.075583572,-1.262,0.848520078,-0.301,0.97118771,-0.48,0.63834329,-0.632,-0.062,-0.054,-1.168,-1.598,-2.042,-0.684,-1.144,-1.558,-1.967,-0.737,-1.298,-1.33,-0.859,0.890288963,0.003563328,0.999186724,-0.037665894,,,,0,NA,NA,NA,NA,NA,0
727,PDGFA,ENSG00000197461,0.44,0.442622951,0.196,0.218713282,0.094,0.644352488,0.407,0.176099433,-0.041,0.934922536,-0.088,0.452,0.05,0.241,0.318,-0.106,0.123,-0.461,-0.13,0.39,-0.289,0.158,0.424,0.027,0.091702234,-0.019076193,0.203812517,0.004993033,,,,0,NA,NA,NA,NA,NA,0
728,PDIA4,ENSG00000155660,0.52,0.525280899,0.111,0.530794526,-0.782,0.159910634,0.433,0.451283281,0.146,0.706078729,-0.058,0.076,-0.322,-0.131,-0.305,-0.566,-0.323,-0.236,-0.379,-0.34,-0.085,0.036,-0.147,-0.35,0.68669668,-0.009679428,0.282217299,-0.040492107,,,,0,NA,NA,NA,NA,NA,0
729,PDK4,ENSG00000004799,0.34,0.25,0.438,0.074251808,0.426,0.032860264,-0.045,0.970497704,0.215,0.548510326,0.121,0.26,0.065,0.006,0.227,0.168,0.195,0.053,0.237,-0.081,0.156,0.244,0.474,0.088,0.075845423,-0.007111369,0.943930162,0.003602128,,,,0,NA,NA,NA,NA,NA,0
730,PHTF2,ENSG00000006576,0.49,0.497015648,-0.128,0.812508613,0.059,0.637070344,0.172,0.72283542,-0.063,0.989027065,-0.008,-0.019,-0.278,-0.099,-0.277,-0.123,-0.074,0.045,0.264,-0.213,-0.449,-0.084,-0.029,0.163,0.736776986,0.001161383,0.121129529,-0.048884642,,,,0,NA,NA,NA,NA,NA,0
731,PLEKHA8,ENSG00000106086,0.53,0.557114228,0.265,0.033701518,0.254,0.610050214,0.288,0.550104319,0.252,0.354431102,-0.094,0.095,0.349,-0.2,-0.056,-0.115,0.284,-0.334,0.138,0.255,-0.332,0.255,0.241,-0.232,0.610683941,-0.00835532,0.931883924,-0.024786138,,,,0,NA,NA,NA,NA,NA,0
732,PMPCB,ENSG00000105819,0.03,0,-1.773,0.001199331,-1.413,0.04173546,-2.407,0.000795053,-1.49,0.010684322,-2.172,-2.8,-3.148,-1.772,-1.745,-1.646,-2.072,-1.448,-1.836,-1.86,-1.013,-1.965,-3.428,-2.642,0.442330581,0.010276592,0.000387946,-0.205200632,,,,0,NA,NA,NA,NA,NA,0
733,PMS2,ENSG00000122512,0.49,0.497576737,0.09,0.337304786,0.179,0.540707469,0.112,0.672018702,-0.065,0.860560449,0.002,0.015,-0.128,-0.012,-0.263,-0.094,-0.024,-0.078,0.164,0.467,-0.217,0.155,0.094,0.064,0.383182532,0.005380136,0.012092737,-0.026538202,,,,1,,"colorectal, endometrial, ovarian, medulloblastoma, glioma",TSG,"Mis, N, F",NA,0
734,PODXL,ENSG00000128567,0.55,0.507692308,-0.21,0.925866648,-0.518,0.918689918,-0.309,0.88793622,0.408,0.212662863,-0.022,-0.531,-0.783,-0.322,-0.222,-0.118,-0.231,-0.388,-0.35,-0.727,-0.425,-0.293,-0.448,-0.458,0.537631039,-0.035589957,0.927948977,0.008309289,,,,0,NA,NA,NA,NA,NA,0
735,POLM,ENSG00000122678,0.5,0.5,-0.593,0.944659113,-1.307,0.308400696,-0.42,0.914388867,-0.502,0.760817996,-1.1,-0.812,-0.897,-0.56,-1.31,-1.039,-0.47,-0.485,-1.014,-0.847,-1.021,-0.813,-0.826,-0.781,0.078048183,-0.012243022,0.33135707,0.007207685,,,,0,NA,NA,NA,NA,NA,0
736,POLR2J3,,NA,NA,-3.744,6.57E-05,-4.029,3.04E-05,-4.249,1.25E-05,-3.294,2.00E-05,-3.517,-4.64,-4.598,-2.394,-3.657,-3.805,-4.577,-3.07,-5.021,-3.501,-1.78,-3.995,-3.986,-4.83,0.791551257,-0.012680782,0.974328136,-0.004010961,,,,0,NA,NA,NA,NA,NA,0
737,POM121C,ENSG00000135213,0.53,0.50672043,0.299,0.322982411,0.4,0.181411014,0.215,0.838250235,0.378,0.298782709,0.309,0.383,-0.307,0.214,0.124,0.404,0.024,0.219,-0.059,0.088,0.145,-0.191,0.543,-0.092,0.343886645,-0.010232386,0.200413372,-0.029797839,,,,0,NA,NA,NA,NA,NA,0
738,PON1,ENSG00000005421,0.5,0.545454545,-0.111,0.864616034,-0.527,0.7626636,-0.045,0.78912377,-0.151,0.841414485,-0.153,0.149,-0.081,-0.157,0.019,0.014,0.26,-0.141,0.181,-0.411,0.442,-0.176,-0.436,0.238,0.821970418,-0.003740939,0.383325798,0.004104848,,,,0,NA,NA,NA,NA,NA,0
739,PON3,ENSG00000105852,0.44,0.5,0.105,0.235196216,0.056,0.540171096,0.393,0.0636616,0.226,0.668714805,0.143,0.026,0.329,0.251,0.066,0.04,0.196,0.25,0.371,0.008,-0.15,0.195,0.467,0.185,0.821970418,-0.003740939,0.029432716,0.021154988,,,,0,NA,NA,NA,NA,NA,0
740,POP7,ENSG00000172336,0.39,0.337837838,-2.498,0.000335268,-2.414,0.068276186,-2.305,0.005455105,-1.352,0.022400387,-2.225,-3.419,-2.843,-1.95,-2.222,-2.151,-1.872,-1.807,-2.083,-1.819,-1.898,-2.219,-4.015,-2.254,0.127858443,-0.004780328,0.120710733,-0.038726658,,,,0,NA,NA,NA,NA,NA,0
741,POT1,ENSG00000128513,0.44,0.274834437,-1.137,0.002288471,-1.625,0.003206909,-1.237,0.000193194,-0.563,0.142643576,-0.854,-2.229,-1.917,-1.496,-0.986,-1.527,-1.659,-1.309,-1.698,-1.468,-1.224,-1.927,-1.42,-2.845,0.316947225,-0.00752991,0.001003505,-0.180100961,,,,1,CLL,,TSG,"Mis, N",NA,0
742,PPP1R35,ENSG00000160813,0.47,0.457142857,-1.074,0.042016721,-0.164,0.839434984,-1.32,0.075694234,-0.154,0.661194932,-1.995,-1.585,-1.121,-1.8,-1.005,-1.115,-0.743,-1.201,-1.103,-0.717,-1.424,-1.311,-1.56,-1.407,0.153136087,-0.027632507,2.00E-05,-0.114089149,,,,0,NA,NA,NA,NA,NA,0
743,PRKAG2,ENSG00000106617,0.52,0.495035047,-0.172,0.649866567,0.107,0.766493868,0.389,0.105427856,0.015,0.881885679,-0.152,0.371,0.033,0.254,-0.263,-0.111,0.18,-0.001,0.181,-0.337,-0.956,-0.371,0.694,-0.206,0.031232392,-0.01409839,0.004330934,-0.035470331,,,,0,NA,NA,NA,NA,NA,0
744,PRKAR1B,ENSG00000188191,0.52,0.507151939,0.385,0.059594386,0.099,0.517666558,0.076,0.550104319,0.05,0.822829631,0.069,0.334,0.152,0.314,0.126,0.511,0.163,0.251,-0.231,0.335,-0.154,-0.133,0.077,0.219,0.274092166,0.005196595,0.101784733,-0.020305441,,,,0,NA,NA,NA,NA,NA,0
745,PRKRIP1,ENSG00000128563,0.26,0.46848249,-1.53,0.013319594,-1.365,0.551552693,-0.206,0.917995099,0.322,0.609134672,-1.377,-2.433,-1.18,-1.16,-1.378,-1.975,-1.712,-0.358,-1.833,-1.379,-1.038,-1.227,-2.446,-1.773,0.110971237,-0.016747833,0.705530418,-0.005171676,,,,0,NA,NA,NA,NA,NA,0
746,PRSS2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.384,-0.213,-0.187,-0.365,-0.034,-0.509,-0.039,-0.57,-0.253,-0.06,-0.218,-0.483,-0.732,-0.516,0.344933885,0.025604163,0.88393092,-0.002634893,,,,0,NA,NA,NA,NA,NA,0
747,PSMA2,ENSG00000106588,0.05,0.004484305,-1.697,0.003972207,-2.471,0.01877307,-2.331,0.01111149,-2.431,0.000677707,-1.229,-2.783,-2.844,-1.761,-0.615,-1.664,-1.92,-1.398,-2.799,-1.618,-1.662,-3.199,-2.403,-2.542,0.980703534,-0.011901922,0.010652211,-0.10889671,,,,0,NA,NA,NA,NA,NA,0
748,PSMC2,,NA,NA,-2.066,0.000579218,-2.365,0.013910057,-2.741,8.35E-05,-2.237,4.71E-05,-1.98,-2.52,-3.177,-1.41,-1.34,-2.081,-1.711,-1.56,-2.6,-2.198,-1.567,-2.459,-3.134,-2.414,0.141573304,-0.01264404,6.25E-05,-0.220995041,,,,0,NA,NA,NA,NA,NA,0
749,PSMG3,ENSG00000157778,0.48,0.494736842,-3.108,0.000123985,-3.213,0.000667007,-2.166,0.000114102,-1.807,0.00429123,-2.848,-3.364,-3.897,-1.957,-2.535,-3.664,-3.691,-3.599,-4.203,-3.643,-2.863,-3.377,-5.204,-6.332,0.095079992,-0.020097034,0.072565574,-0.048147981,,,,0,NA,NA,NA,NA,NA,0
750,PSPH,ENSG00000146733,0.5,0.496227253,0.014,0.364363617,-0.249,0.410348905,0.144,0.559066378,-0.227,0.912067491,-0.148,0.131,0.031,-0.061,-0.308,-0.019,0.149,-0.179,-0.55,-0.519,-0.167,-0.218,-0.247,-0.059,0.316097337,0.003693706,0.000347197,-0.203298423,,,,0,NA,NA,NA,NA,NA,0
751,RAC1,ENSG00000136238,0.19,0.435643564,-0.197,0.568603947,0.319,0.199042863,-0.273,0.326458936,-0.647,0.152285752,-0.32,-0.134,-0.236,-0.035,-0.192,-0.915,0.032,-1.003,-0.363,-0.191,-0.82,-0.989,-0.267,-0.334,0.616243246,0.006156215,0.483951354,-0.070441394,,,,1,"melanoma, carcinoma",,oncogene,"Mis, F",NA,0
752,RALA,ENSG00000006451,0.48,0.512621359,0.067,0.216031615,0.382,0.092190342,-0.006,0.876154475,0.217,0.651196477,0.286,0.509,0.389,0.101,0.15,0.328,0.398,0.417,0.268,0.369,-0.063,0.441,0.62,0.202,0.164948106,0.021901287,0.095779832,-0.027427968,,,,0,NA,NA,NA,NA,NA,0
753,RAPGEF5,,NA,NA,0.151,0.429164889,0.246,0.399236844,0.39,0.279334936,0.321,0.586667208,0.384,0.362,-0.056,-0.094,0.095,-0.288,0.287,0.18,0.276,0.317,-0.141,0.041,0.069,0.166,0.92211201,-0.00767728,0.505668831,-0.008461708,,,,0,NA,NA,NA,NA,NA,0
754,RARRES2,ENSG00000106538,NA,0,0.273,0.106857641,-0.441,0.616447106,0.481,0.077612727,0.301,0.439170989,0.065,0.28,0.158,0.264,-0.031,0.193,0.111,0.072,0.217,0.375,0.109,0.226,0.192,-0.291,0.816728779,-0.004118584,0.024273145,0.036537527,,,,0,NA,NA,NA,NA,NA,0
755,RBM28,ENSG00000106344,0.11,0.116991643,-1.491,0.032327046,-1.697,0.15329238,-1.177,0.018662788,-1.191,0.018613364,-2.266,-2.409,-2.881,-2.114,-1.261,-2.106,-1.642,-0.868,-2.207,-1.911,-0.895,-1.955,-2.83,-1.815,0.146272086,-0.007199017,0.000164927,-0.240814833,,,,0,NA,NA,NA,NA,NA,0
756,RBM33,ENSG00000184863,0.27,0.428276999,-0.726,0.350645936,-0.168,0.998313198,-0.34,0.743136761,-0.875,0.116167916,-0.819,-1.408,-1.056,-1.474,-0.447,-1.293,-0.763,-0.2,-1.211,-0.835,-0.629,-0.433,-1.229,-1.327,0.338620749,0.019803805,6.79E-05,-0.056251151,,,,0,NA,NA,NA,NA,NA,0
757,RBM48,ENSG00000127993,0.11,0.03539823,-0.575,0.225259253,-0.768,0.28716117,-0.874,0.387857227,-1.054,0.016711919,-0.748,-0.768,-1.564,-0.821,-0.584,-0.139,-1.03,-0.085,-0.843,-0.864,0.03,-0.524,-1.575,-1.588,0.837055044,0.002746177,0.527317711,-0.073065281,,,,0,NA,NA,NA,NA,NA,0
758,RFC2,ENSG00000049541,0.08,0.031914894,-2.829,0.000110074,-3.838,0.00055395,-2.853,0.000115217,-2.011,0.000298245,-2.737,-2.766,-3.513,-2.344,-2.532,-3.485,-3.228,-3.216,-3.081,-3.229,-1.558,-2.375,-4.501,-4.42,0.865093037,-0.009899531,0.000199703,-0.284925361,,,,0,NA,NA,NA,NA,NA,0
759,RHBDD2,ENSG00000005486,0.53,0.508305648,0.127,0.752922218,-0.368,0.157064543,0.23,0.530403321,0.175,0.369564966,-0.212,0.242,0.256,0.206,0.005,-0.344,0.022,-0.04,0.205,-0.317,-0.492,0.076,0.098,0.062,0.099155902,-0.012197908,0.333536207,0.015245838,,,,0,NA,NA,NA,NA,NA,0
760,RINT1,ENSG00000135249,0.15,0.186046512,-1.789,0.002557718,-1.591,0.048570935,-0.973,0.136726602,-0.772,0.079806251,-1.482,-2.087,-1.997,-1.496,-1.117,-1.798,-1.954,-1.491,-1.77,-1.893,-1.321,-1.657,-1.961,-1.912,0.854039373,-0.005626739,1.62E-06,-0.210888609,,,,0,NA,NA,NA,NA,protein-coding,1
761,RNF133,ENSG00000188050,NA,NA,0.255,0.091651855,0.024,0.634284902,0.318,0.703885856,0.341,0.374176359,0.546,0.227,0.412,0.203,0.118,0.066,0.17,0.001,0.38,-0.019,0.143,-0.099,0.025,0.3,0.085152185,0.015163514,0.407448468,-0.002379488,,,,0,NA,NA,NA,NA,NA,0
762,RNF148,ENSG00000235631,NA,NA,0.21,0.219696207,0.354,0.134843807,0.267,0.117144945,0.393,0.061522244,0.05,0.571,0.195,0.152,0.386,0.27,0.423,0.108,0.539,0.136,0.334,0.078,0.604,0.173,0.769047847,-0.003937248,0.202159243,-0.019352349,,,,0,NA,NA,NA,NA,NA,0
763,RNF32,ENSG00000105982,0.52,0.428571429,0.154,0.401346355,-0.073,0.910464681,0.298,0.672393163,-0.087,0.89005885,-0.604,0.134,-0.292,0.239,-0.328,0.104,0.025,-0.036,0.18,-0.249,0.045,-0.085,0.089,-0.418,0.256979588,0.013482162,0.971773584,0.001733227,,,,0,NA,NA,NA,NA,NA,0
764,RPA3,ENSG00000106399,0.47,0.437706725,-1.179,0.022306494,-2.217,0.006909093,-1.254,0.329455945,-0.805,0.537769622,-1.564,-2.236,-1.84,-1.287,-0.856,-1.366,-1.23,-1.847,-2.153,-1.933,-1.159,-1.319,-2.257,-2.775,0.407630172,-0.010513243,5.56E-07,-0.379691352,,,,0,NA,NA,NA,NA,NA,0
765,RSBN1L,ENSG00000187257,0.51,0.543543544,-0.108,0.860971311,-0.68,0.315705602,0.183,0.690745969,-0.808,0.251826164,-1.392,-0.042,-1.111,0.155,-0.488,-1.033,-0.514,-0.657,-0.7,-0.959,-0.757,-0.083,-0.821,-0.143,0.04899041,0.018773472,0.191254726,-0.018184859,,,,0,NA,NA,NA,NA,NA,0
766,RSPH10B,,NA,NA,-0.356,0.329481235,-0.227,0.87589315,-0.029,0.773114292,0.125,0.474085883,0.19,-0.187,-0.816,-0.476,-1.191,-1.361,-0.315,-0.227,-0.676,0.186,-0.661,-0.243,-0.274,-0.436,0.071638225,-0.025807689,0.079596101,0.025091116,,,,0,NA,NA,NA,NA,NA,0
767,RUNDC3B,ENSG00000105784,0.52,0.483870968,0.024,0.352929077,-0.039,0.818537145,0.133,0.674940916,-0.181,0.943266545,0.372,0,0.344,0.28,0.499,0.346,0.307,0.151,0.544,0.241,0.444,0.189,0.657,0.11,0.386389327,0.018722598,0.451121243,-0.005809753,,,,0,NA,NA,NA,NA,NA,0
768,SBDS,ENSG00000126524,0.3,0.188034188,-1.202,0.297227926,-2.092,0.064273542,-1.017,0.007387595,-1.659,0.006587665,-2.195,-1.858,-3.411,-1.157,-0.469,-0.706,-1.471,-1.59,-2.583,-2.198,-0.888,-0.723,-1.708,-2.526,0.259200911,0.002253255,0.265492764,-0.012605675,,,,1,,"AML, MDS",TSG,"F, N, O",NA,0
769,SCIN,ENSG00000006747,0.49,0.516826923,0.071,0.4452998,-0.057,0.909984402,0.314,0.486199406,0.12,0.179391726,0.199,0.093,0.364,0.664,0.013,0.046,0.276,0.009,0.308,0.143,-0.168,0.227,-0.39,0.163,0.400857162,0.016725555,0.32145192,-0.007503515,,,,0,NA,NA,NA,NA,NA,0
770,SCRN1,ENSG00000136193,0.5,0.504478681,0.251,0.050870933,0.504,0.077335359,0.184,0.465075516,0.115,0.421471607,0.327,0.065,0.357,0.209,-0.239,0.032,0.29,-0.03,0.111,0.211,-0.169,0.242,0.115,0.401,0.751859333,0.007516193,0.47328536,0.011007928,,,,0,NA,NA,NA,NA,NA,0
771,SEC61G,,NA,NA,-0.504,0.482829087,-0.426,0.941039577,-0.266,0.837757275,-0.783,0.356144822,-0.35,-0.913,-1.21,-0.511,-0.512,-0.379,-0.338,-0.143,-1.35,-0.661,-0.382,-0.765,-0.315,-1.437,0.94775641,-0.004967411,9.37E-06,-0.141703918,,,,0,NA,NA,NA,NA,NA,0
772,SHFM1,ENSG00000127922,0.04,0.012195122,-1.25,0.11194743,-2.062,0.048832871,-1.109,0.023396094,-1.115,0.080669715,-1.4,-1.179,-0.941,-1.431,-0.519,-0.72,-0.704,-0.619,-1.875,-0.953,-0.657,-0.993,-1.635,-1.624,0.097603977,-0.016126186,4.70E-08,-0.507143424,,,,0,NA,NA,NA,NA,NA,0
773,SHH,ENSG00000164690,0.41,0.493379791,0.381,0.118497293,-0.337,0.924576416,0.404,0.189677311,-0.038,0.905245428,-0.108,0.398,0.087,0.043,0.012,-0.276,-0.14,-0.205,-0.227,0.186,-0.285,0.107,0.043,0.031,0.530689688,0.002786722,0.010931603,-0.047433934,,,,0,NA,NA,NA,NA,NA,0
774,SKAP2,ENSG00000005020,0.5,0.496829105,-0.189,0.997692126,0.33,0.119176812,0.001,0.56875739,0.117,0.463568679,-0.17,0.26,0.218,-0.41,0.139,0.03,0.074,-0.189,0.222,-0.065,0.224,-0.118,0.138,0.011,0.541506952,-0.004187822,0.522003465,0.024760285,,,,0,NA,NA,NA,NA,NA,0
775,SLC13A1,ENSG00000081800,0.51,0.428571429,0.159,0.569131483,-0.076,0.765212775,-0.172,0.759995682,0.066,0.888817823,0.379,0.376,-0.145,-0.037,0.306,-0.37,0.163,0.169,0.387,-0.138,-0.321,0.201,-0.193,0.286,0.018049629,0.025864735,0.883192423,0.002187681,,,,0,NA,NA,NA,NA,NA,0
776,SLC26A4,ENSG00000091137,0.51,0.518518519,-0.161,0.341822775,-0.019,0.966872868,0.128,0.671565126,0.103,0.679367751,0.138,-0.291,-0.085,-0.073,-0.101,-0.037,0.078,0.194,-0.183,-0.1,-0.138,-0.269,-0.192,-0.138,0.43040859,-0.000821833,0.030512601,-0.032998673,,,,0,NA,NA,NA,NA,NA,0
777,SLC35B4,ENSG00000205060,0.5,0.547368421,0.353,0.138126353,-0.118,0.809481068,0.276,0.468100178,0.37,0.076121019,0.011,0.03,-0.086,-0.681,0.174,0.357,0.064,-0.675,0.222,-0.171,-0.97,-0.307,-0.19,-0.002,0.181502695,0.009062282,0.180599599,0.01998568,,,,0,NA,NA,NA,NA,NA,0
778,SLC37A3,ENSG00000157800,0.52,0.552083333,0.183,0.263732759,0.334,0.199456683,0.278,0.31559988,0.154,0.84336909,0.315,-0.023,-0.417,0.363,0.029,-0.264,-0.016,-0.048,0.067,-0.227,0.497,0.185,-0.097,-0.069,0.607195092,-0.006565229,0.013280838,-0.062977394,,,,0,NA,NA,NA,NA,NA,0
779,SNX10,ENSG00000086300,0.5,0.49973531,0.184,0.328185397,0.22,0.386616801,0.486,0.206404218,0.234,0.379745821,-0.047,0.016,0.025,0.22,-0.579,-0.426,0.369,0.264,0.441,0.382,-0.541,-0.267,0.51,0.359,0.608835796,-0.029956276,0.625173437,-0.005620364,,,,0,NA,NA,NA,NA,NA,0
780,SNX13,ENSG00000071189,0.5,0.529978587,0.091,0.609742854,0.434,0.037950861,0.28,0.445853757,0.438,0.195304523,0.414,0.256,0.331,0.242,0.138,0.13,0.274,0.259,0.189,0.479,0.231,0.044,0.379,0.555,0.862557491,-0.007342072,0.018049123,0.039818599,,,,0,NA,NA,NA,NA,NA,0
781,SOSTDC1,ENSG00000171243,0.49,0.490196078,-0.036,0.428116258,0.095,0.177867449,0.279,0.459662166,-0.124,0.796895141,-0.327,0.121,-0.124,-0.227,-0.417,-0.304,-0.436,-0.085,0.297,-0.198,-0.032,-0.323,-0.276,-0.332,0.065961827,-0.018586722,0.019171238,-0.025232081,,,,0,NA,NA,NA,NA,NA,0
782,SRI,ENSG00000075142,0.49,0.510799136,-0.219,0.676881419,0.155,0.706075739,0.234,0.815603943,-0.109,0.614356695,-0.114,-0.095,-0.115,-0.05,-0.112,-0.043,-0.189,0.145,0.062,-0.448,0.254,-0.068,0.26,0.122,0.639386581,0.001441233,0.017420332,-0.006312199,,,,0,NA,NA,NA,NA,NA,0
783,SRPK2,ENSG00000135250,0.5,0.476612506,-0.094,0.624634278,-0.136,0.494906298,-0.15,0.900725314,0.334,0.361650374,-0.118,-0.22,-0.986,-0.07,-0.08,-0.742,-0.485,0.156,0.201,-0.431,0.066,0.384,-0.308,-0.177,0.19107302,-0.014525972,0.668258792,0.007454507,,,,0,NA,NA,NA,NA,NA,0
784,SSBP1,ENSG00000106028,0.21,0.286783042,-1.153,0.083841411,-2.276,0.010268218,-0.999,0.162401941,-1.223,0.034563941,-0.866,-1.489,-1.7,-1.407,-1.568,-1.006,-1.148,-0.974,-0.929,-1.524,-0.553,-0.968,-0.566,-1.787,0.46637372,-0.005581201,1.04E-07,-0.26265532,,,,0,NA,NA,NA,NA,NA,0
785,ST7,ENSG00000004866,0.51,0.501461988,0.295,0.112884757,-0.343,0.560706936,0.404,0.243873425,0.34,0.275522006,0.247,0.041,-0.289,0.421,-0.242,-0.055,0.032,-0.194,0.315,0.13,-0.034,0.19,-0.171,0.198,0.257348888,-0.021607554,0.013259186,-0.03235869,,,,0,NA,NA,NA,NA,protein-coding,1
786,STEAP1,ENSG00000164647,0.52,0.50877193,0.276,0.047009263,0.077,0.35424749,-0.281,0.864672624,0.318,0.106229351,0.022,0.483,0.187,0.151,0.005,-0.074,0.401,-0.012,0.261,0.288,0.539,0.113,-0.19,-0.022,0.293042433,0.009274892,0.435190866,0.007962379,,,,0,NA,NA,NA,NA,NA,0
787,STEAP2,ENSG00000157214,0.51,0.5,0.418,0.16437296,-0.124,0.328204205,0.227,0.318815319,0.327,0.312222228,-0.29,0.115,-0.016,-0.214,-0.113,-0.835,0.182,-0.07,0.031,0.061,0.078,-0.071,0.369,-0.157,0.645838582,-0.021939969,0.022911254,0.029937302,,,,0,NA,NA,NA,NA,NA,0
788,STEAP4,ENSG00000127954,0.47,0.5,0.115,0.392396576,0.412,0.049330633,0.07,0.63208069,0.327,0.089051552,0.394,0.326,0.606,-0.234,0.198,0.216,0.465,-0.204,0.272,-0.229,-0.128,0.333,0.633,0.4,0.520553919,-0.005148488,0.793803133,0.009917151,,,,0,NA,NA,NA,NA,NA,0
789,STRA8,ENSG00000146857,0.53,0.544378698,0.259,0.436153514,0.006,0.921038212,0.195,0.731674048,0.214,0.552755678,-0.385,-0.113,0.241,-0.058,-0.125,0.166,0.098,0.101,0.105,-0.122,-0.404,-0.035,-1.062,0.617,0.520363641,-0.001680121,0.598818994,-0.013033471,,,,0,NA,NA,NA,NA,NA,0
790,STRIP2,ENSG00000128578,0.51,0.516624041,0.155,0.434226578,-0.351,0.805419417,0.245,0.197910765,0.115,0.56202956,-0.265,0.174,-0.025,-0.573,-0.188,-0.355,-0.217,-0.321,-0.036,-0.741,-0.675,-0.164,0.065,-0.079,0.831605339,-0.003182504,0.533616169,0.007346753,,,,0,NA,NA,NA,NA,NA,0
791,STYXL1,ENSG00000127952,0.5,0.504655493,-0.163,0.985056724,0.126,0.461068974,0.046,0.941088066,-0.044,0.997200089,0.023,0.026,-0.439,-0.117,0.229,-0.318,0.251,-0.51,-0.042,-0.694,-0.083,-0.295,-0.336,-0.089,0.888435629,-0.002141569,0.511458197,-0.01585794,,,,0,NA,NA,NA,NA,NA,0
792,SUMF2,ENSG00000129103,0.52,0.52180937,-0.159,0.998257253,0.054,0.621792085,0.417,0.090392006,0.08,0.425054562,0.338,0.129,-0.257,0.086,-0.275,-0.167,0.195,-0.11,-0.285,-0.091,0.137,0.152,-0.122,-0.086,0.190178924,-0.017116106,0.090281333,-0.025351403,,,,0,NA,NA,NA,NA,NA,0
793,SUN3,ENSG00000164744,0.5,0.523809524,0.105,0.601875295,0.161,0.427112071,0.201,0.444066554,0.164,0.806563409,0.158,0.107,0.497,-0.295,0.157,-0.122,0.143,0.13,0.174,0.159,0.231,0.092,0.093,0.28,0.351714633,-0.016632236,0.51464764,0.009381889,,,,0,NA,NA,NA,NA,NA,0
794,SYPL1,ENSG00000008282,0.52,0.493249759,0.131,0.593115018,0.182,0.135301771,0.386,0.411515531,0.093,0.529047824,0.584,0.149,0.695,0.199,0.29,0.154,0.064,-0.015,0.172,-0.04,0.301,0.072,0.217,0.034,0.046309639,0.01962721,0.695577889,-0.006246117,,,,0,NA,NA,NA,NA,NA,0
795,TAS2R16,ENSG00000128519,NA,NA,0.294,0.290127313,0.24,0.367591975,0.322,0.223176049,0.408,0.109012162,0.034,0.407,0.238,0.263,0.274,0.133,0.311,0.116,0.334,0.008,-0.015,0.277,0.133,-0.172,0.72531111,0.008652651,0.778350051,0.012988672,,,,0,NA,NA,NA,NA,NA,0
796,TAS2R3,ENSG00000127362,NA,NA,0.136,0.48602988,-0.096,0.633858015,0.066,0.881390481,0.304,0.203437509,0.102,-0.02,-0.025,0.1,-0.258,-0.177,-0.065,-0.019,-0.108,-0.312,-0.5,-0.156,-0.248,0.287,0.401350445,0.006531361,0.911996803,0.007571483,,,,0,NA,NA,NA,NA,NA,0
