Gene,N_Silent,N_Missense,N_LOF,N_Splicing,N_TotalMut,CDS_length,Average_Polyphen2Score,HiFI_Missense,Benign,Mutations.per.Kb,LOF/Silent*,LOF/Benign*,pvalue_LOF/Benign,qvalue_LOF/Benign,Splicing/Benign*,pvalue_Splicing/Benign,qvalue_Splicing/Benign,MissDamaging/Benign*,pvalue_MissDamaging/Benign,qvalue_MissDamaging/Benign,pvalue_Deletion_GISTIC2,qvalue_Deletion_GISTIC2,TUSON_p_value_TSG,TUSON_q_value_TSG,TSG_Probability_LASSO,Chromosome
TOX2,20,42,3,0,65,1433.25,0.62748,25,31,45.3515,0.154589372,0.098765432,0.560879003,1,0,1,1,0.8,0.333140138,1,0.999999999,1,1,1,0.060256638,20
TOX3,8,25,2,0,35,1731,0.3787778,11,17,20.2195,0.252873563,0.119565217,0.834275404,1,0,1,1,0.648648649,0.744063302,1,0.999868745,1,1,1,0.264315596,16
TOX4,14,21,5,0,40,1866,0.5184211,11,23,21.4362,0.353741497,0.213114754,0.285126289,1,0,1,1,0.489795918,0.908035922,1,0.02402474,0.0591405,1,1,0.109784799,14
TP53AIP1,4,5,0,0,9,327,0.4435,1,6,27.5229,0.042553191,0.027027027,1,1,0,1,1,0.266666667,0.974986244,1,8.13E-91,1.97E-89,1,1,0.219642539,11
TP53BP2,18,49,5,0,72,3018,0.6544583,27,28,23.8569,0.278074866,0.176870748,0.484180198,1,0,1,1,0.949152542,0.138196573,0.825011387,0.028419341,0.069527817,1,1,0.020713896,1
TP53I11,4,8,0,0,12,570,0.5565,6,5,21.0526,0.042553191,0.03125,1,1,0,1,1,1.076923077,0.268037051,1,0.260850458,0.568146654,1,1,0.095006038,11
TP53I13,5,15,2,0,22,1182,0.4252857,6,13,18.6125,0.385964912,0.152777778,0.521827539,1,0,1,1,0.482758621,0.857005586,1,0.15095249,0.339307048,1,1,0.087661537,17
TP53INP1,6,17,2,0,25,723,0.3325,5,12,34.5781,0.328358209,0.164179104,0.603994421,1,0,1,1,0.444444444,0.918789862,1,0.304491856,0.655555944,1,1,0.005935477,8
TP53INP2,2,3,1,0,6,663,0.3366667,1,4,9.0498,0.444444444,0.222222222,0.412969648,1,0,1,1,0.363636364,0.928246668,1,0.4815654,1,1,1,0.220408682,20
TP53RK,3,8,2,0,13,762,0.5926667,5,6,17.0604,0.594594595,0.297297297,0.244120485,1,0,1,1,0.8,0.493613193,1,0.230556033,0.505939395,1,1,0.218949517,20
TP53TG5,1,22,2,0,25,873,0.5726,12,7,28.6369,1.294117647,0.261904762,0.384699843,1,0,1,1,1.529411765,0.02597266,0.420265181,0.14826375,0.333624694,1,1,0.031894319,20
TP63,38,89,11,4,142,2043,0.6248704,55,57,69.5056,0.289405685,0.191780822,0.268829132,1,0.034246575,0.187728021,1,0.957264957,0.037360069,0.503116046,0.824373063,1,1,1,0.146678389,3
TP73,7,30,2,2,41,1911,0.5429444,15,16,21.4547,0.285714286,0.126436782,0.634050307,1,0.114942529,0.096347071,1,0.914285714,0.25335964,0.991617699,5.81E-127,3.81E-125,1,1,0.153935918,1
TPBG,9,13,3,0,25,1263,0.496875,7,13,19.7941,0.329896907,0.222222222,0.225057276,1,0,1,1,0.551724138,0.77687313,1,2.60E-09,8.97E-09,1,1,0.442020638,6
TPCN1,22,47,4,3,76,2451,0.6823824,27,31,31.0078,0.185022026,0.12962963,0.585227566,1,0.092592593,0.076800084,1,0.861538462,0.230794772,0.959957487,0.001760516,0.004656567,1,1,0.217498511,12
TPCN2,17,24,1,2,44,2259,0.6813333,14,19,19.4776,0.06779661,0.058823529,0.891412679,1,0.098039216,0.124968514,1,0.731707317,0.497910933,1,0.999999996,1,1,1,0.009772847,11
TPD52L1,4,8,1,1,14,615,0.623375,4,7,22.7642,0.255319149,0.142857143,0.745060153,1,0.119047619,0.211683238,1,0.588235294,0.725889762,1,9.77E-09,3.30E-08,1,1,0.072486235,6
TPD52L2,5,9,1,1,16,690,0.6118333,7,6,23.1884,0.210526316,0.162162162,0.650750185,1,0.135135135,0.187893165,1,1.066666667,0.251327537,0.990178279,1,1,1,1,0.117733489,20
TPD52L3,6,12,1,0,19,423,0.3212857,5,13,44.9173,0.179104478,0.083333333,0.886988497,1,0,1,1,0.413793103,0.918789862,1,2.20E-42,1.82E-41,1,1,0.032300615,9
TPGS2,6,10,1,0,17,903,0.4704286,4,10,18.8261,0.179104478,0.105263158,0.748290017,1,0,1,1,0.434782609,0.889878099,1,0.989894664,1,1,1,0.054605273,18
TPH1,8,23,3,1,35,1335,0.4774737,10,17,26.2172,0.367816092,0.173913043,0.466332155,1,0.054347826,0.41443284,1,0.594594595,0.726062903,1,0.408683165,0.861991062,1,1,0.21463666,11
TPH2,18,47,1,1,67,1473,0.5748182,26,37,45.4854,0.064171123,0.03125,0.995260165,1,0.026041667,0.686371003,1,0.701298701,0.509211795,1,1,1,1,1,0.008906357,12
TPI1,2,21,1,0,24,750,0.6322941,15,7,32.0000,0.444444444,0.142857143,0.651533164,1,0,1,1,1.882352941,0.009106122,0.255152378,0.984864744,1,1,1,0.065448533,12
TPK1,2,26,0,2,30,732,0.5858333,13,12,40.9836,0.074074074,0.014925373,1,1,0.074626866,0.061838684,1,1.037037037,0.178521159,0.886481429,1.11E-09,3.87E-09,1,1,0.034969007,7
TPM1,4,17,2,1,24,855,0.4653333,9,12,28.0702,0.468085106,0.164179104,0.67218171,1,0.074626866,0.320579359,1,0.740740741,0.51235336,1,0.999999445,1,1,1,0.149550677,15
TPM2,7,15,1,0,23,855,0.5637778,9,12,26.9006,0.155844156,0.089552239,0.928378068,1,0,1,1,0.740740741,0.582286934,1,0.999893451,1,1,1,0.100284655,9
TPM3,6,13,3,0,22,747,0.7557273,9,11,29.4511,0.47761194,0.258064516,0.464512008,1,0,1,1,0.8,0.411338197,1,0.999969451,1,1,1,0.292741186,1
TPM4,6,10,0,1,17,747,0.7845,8,9,22.7577,0.029850746,0.019230769,1,1,0.096153846,0.257193063,1,0.857142857,0.39056065,1,1,1,1,1,0.064145064,19
TPMT,3,3,1,1,8,738,0.4625,1,4,10.8401,0.324324324,0.222222222,0.503502709,1,0.185185185,0.138137518,1,0.363636364,0.928246668,1,2.02E-06,6.31E-06,1,1,0.346539979,6
TPO,42,146,4,2,194,2802,0.5531515,76,91,69.2363,0.098360656,0.045454545,0.99338935,1,0.021645022,0.611636383,1,0.832432432,0.187347301,0.886481429,0.207919445,0.459395236,1,1,0.019829769,2
TPP1,12,36,4,1,53,1692,0.5251071,21,26,31.3239,0.330708661,0.153284672,0.449579346,1,0,0.565036652,1,0.8,0.399475772,1,8.51E-29,5.20E-28,1,1,0.182463457,11
TPP2,24,57,4,2,87,3750,0.5139762,32,42,23.2000,0.170040486,0.096774194,0.872735791,1,0.023041475,0.391724194,1,0.75862069,0.358134544,1,0.999525012,1,1,1,0.0318783,13
TPPP,8,9,2,0,19,660,0.9368333,7,10,28.7879,0.252873563,0.192982456,0.458656436,1,0,1,1,0.695652174,0.584138683,1,1,1,1,1,0.062056429,5
TPPP2,4,14,2,0,20,513,0.2712,4,13,38.9864,0.468085106,0.152777778,0.625745569,1,0,1,1,0.344827586,0.960693075,1,0.034419786,0.08352958,1,1,0.051843454,14
TPPP3,5,5,2,0,12,531,0.9923333,4,6,22.5989,0.385964912,0.297297297,0.286378441,1,0,1,1,0.666666667,0.641425555,1,1.16E-06,3.64E-06,1,1,0.526700474,16
TPR,37,128,17,2,184,7072.5,0.5635657,70,69,26.0163,0.456233422,0.244318182,0.17759342,1,0.028409091,0.536770948,1,1.007092199,0.018158554,0.344697205,0.999981024,1,1,1,0.113615695,1
TPRA1,4,10,1,1,16,1122,0.6551111,7,4,14.2602,0.255319149,0.222222222,0.374565781,1,0.185185185,0.138137518,1,1.454545455,0.111559194,0.745415987,0.905339929,1,1,1,0.088940694,3
TPRG1,8,25,0,0,33,828,0.2214375,6,24,39.8551,0.022988506,0.007874016,1,1,0,1,1,0.274509804,0.995793692,1,0.52937805,1,1,1,0.003938677,3
TPRG1L,8,11,0,0,19,819,0.7221667,7,10,23.1990,0.022988506,0.01754386,1,1,0,1,1,0.695652174,0.584138683,1,8.22E-125,5.14E-123,1,1,0.060143841,1
TPRKB,2,5,0,1,8,528,0.2523333,1,5,15.1515,0.074074074,0.03125,1,1,0,0.163385147,1,0.307692308,0.95763468,1,0.998288756,1,1,1,0.148685646,2
TPRN,4,11,1,0,16,1302,0.6685,6,5,12.2888,0.255319149,0.1875,0.516251441,1,0,1,1,1.076923077,0.268037051,1,0.792584182,1,1,1,0.140085688,9
TPSAB1,8,16,0,0,24,828,0.4495,7,15,28.9855,0.022988506,0.012195122,1,1,0,1,1,0.484848485,0.862514278,1,0.164386858,0.367690351,1,1,0.011375732,16
TPSB2,1,4,0,0,5,825,0.5,1,2,6.0606,0.117647059,0.058823529,1,1,0,1,1,0.571428571,0.794171626,1,0.164386858,0.367690351,1,1,0.09298096,16
TPSD1,15,21,0,0,36,729,0.4540714,9,26,49.3827,0.012738854,0.00729927,1,1,0,1,1,0.363636364,0.973237524,1,8.44E-06,2.57E-05,1,1,0.010373689,16
TPSG1,3,17,0,0,20,966,0.5983333,11,6,20.7039,0.054054054,0.027027027,1,1,0,1,1,1.6,0.041658107,0.505087244,1.64E-12,6.32E-12,1,1,0.07488137,16
TPST2,7,21,2,0,30,1134,0.698875,15,13,26.4550,0.285714286,0.152777778,0.527653789,1,0,1,1,1.103448276,0.122517779,0.78028458,0.999999979,1,1,1,0.073367757,22
TPT1,2,9,0,1,12,519,0.5765,4,7,23.1214,0.074074074,0.023809524,1,1,0.119047619,0.211683238,1,0.588235294,0.725889762,1,4.12E-80,7.52E-79,1,1,0.148584855,13
TPTE,44,185,25,13,267,1602,0.4112435,73,138,166.6667,0.563758389,0.180774749,0.193350201,1,0.071736011,0.00488287,0.371170789,0.53046595,0.947227945,1,1,1,1,1,0.315952935,21
TPTE2,22,86,14,3,125,1338,0.3444681,34,66,93.4230,0.625550661,0.210682493,0.206061464,1,0.044510386,0.337201799,1,0.518518519,0.945598184,1,5.48E-43,4.55E-42,1,1,0.306252339,13
TRA2A,4,20,1,0,25,849,0.5092308,9,11,29.4464,0.255319149,0.096774194,0.835480128,1,0,1,1,0.8,0.439030167,1,0.999932147,1,1,1,0.033941381,7
TRA2B,1,31,3,1,36,867,0.380087,10,13,41.5225,1.882352941,0.222222222,0.348599718,1,0.069444444,0.340482488,1,0.75862069,0.481353672,1,0.998465962,1,1,1,0.132274682,3
TRABD2A,13,23,2,0,38,1518,0.4495625,12,20,25.0329,0.160583942,0.102803738,0.78250163,1,0,1,1,0.604651163,0.760290528,1,0.999084229,1,1,1,0.037893215,2
TRADD,3,10,1,0,14,939,0.60625,4,5,14.9095,0.324324324,0.1875,0.51057826,1,0,1,1,0.769230769,0.541286766,1,4.79E-09,1.63E-08,1,1,0.205124959,16
TRAF1,7,21,3,0,31,1251,0.169625,3,22,24.7802,0.415584416,0.136752137,0.618580055,1,0,1,1,0.170212766,0.999690545,1,1,1,1,1,0.068814233,9
TRAF2,7,16,0,1,24,1506,0.3253333,6,11,15.9363,0.025974026,0.016129032,1,1,0,0.320579359,1,0.56,0.814147015,1,0.652790073,1,1,1,0.027208682,9
TRAF3IP1,11,19,4,2,36,2076,0.574,10,14,17.3410,0.358974359,0.272727273,0.314079644,1,0.12987013,0.078490864,1,0.709677419,0.549268131,1,1.51E-93,4.00E-92,1,1,0.310142836,2
TRAF3IP2,10,22,1,0,33,1698,0.4919286,9,20,19.4346,0.112149533,0.056074766,0.951543876,1,0,1,1,0.465116279,0.900680283,1,3.32E-22,1.65E-21,1,1,0.160779423,6
TRAF3IP3,18,34,5,1,58,1596,0.4594286,17,33,36.3409,0.278074866,0.151162791,0.687690883,1,0.029069767,0.636103202,1,0.52173913,0.874431404,1,0.927613436,1,1,1,0.052932036,1
TRAF5,11,24,4,0,39,1674,0.6210625,16,19,23.2975,0.358974359,0.205882353,0.357249088,1,0,1,1,0.829268293,0.274002265,1,0.948198984,1,1,1,0.11280985,1
TRAF6,10,36,2,0,48,1569,0.4598571,13,30,30.5927,0.205607477,0.070063694,0.937863532,1,0,1,1,0.444444444,0.918880454,1,1,1,1,1,0.058338343,11
TRAF7,11,34,3,1,49,2013,0.50948,16,24,24.3418,0.273504274,0.125984252,0.610020343,1,0.039370079,0.524456907,1,0.666666667,0.608046132,1,0.078481691,0.182856369,1,1,0.100933247,16
TRAFD1,6,23,2,0,31,1749,0.3088,8,16,17.7244,0.328358209,0.126436782,0.789997079,1,0,1,1,0.514285714,0.897174795,1,0.004108949,0.010648039,1,1,0.062460012,12
TRAIP,8,20,2,3,33,1410,0.6081333,13,13,23.4043,0.252873563,0.152777778,0.618179874,1,0.208333333,0.010574752,0.535175694,0.965517241,0.228811388,0.953842716,1.01E-74,1.52E-73,1,1,0.269472123,3
TRAK1,20,47,7,1,75,2061,0.5954706,27,34,36.3901,0.347826087,0.203389831,0.239697145,1,0.028248588,0.646763292,1,0.788732394,0.344217046,1,4.44E-50,4.14E-49,1,1,0.488210522,3
TRAK2,6,34,5,0,45,2745,0.49616,18,20,16.3934,0.776119403,0.242990654,0.247892679,1,0,1,1,0.88372093,0.259822663,1,3.11E-18,1.37E-17,1,1,0.251319645,2
TRAM1,4,22,1,1,28,1125,0.3782667,9,14,24.8889,0.255319149,0.077922078,0.848010213,1,0.064935065,0.359802569,1,0.64516129,0.647172602,1,1,1,1,1,0.037515853,8
TRAM1L1,7,28,3,0,38,1110,0.4649474,11,22,34.2342,0.415584416,0.136752137,0.611872984,1,0,1,1,0.510638298,0.834918183,1,0.002786921,0.007289861,1,1,0.331676672,4
TRAM2,3,13,2,2,20,1113,0.469,6,6,17.9695,0.594594595,0.297297297,0.227424952,1,0.135135135,0.02136265,0.720097705,0.933333333,0.360426272,1,0.998683525,1,1,1,0.215007714,6
TRANK1,50,105,9,0,164,7128,0.43304,47,91,23.0079,0.181459566,0.0995671,0.84970691,1,0,1,1,0.518918919,0.910436746,1,8.85E-34,6.27E-33,1,1,0.191596589,3
TRAP1,16,23,0,1,40,2115,0.6116364,11,26,18.9125,0.011976048,0.00729927,1,1,0.03649635,0.55191019,1,0.436363636,0.942560047,1,7.86E-05,0.000227266,1,1,0.02359686,16
TRAPPC1,4,5,1,0,10,438,0.2755,2,7,22.8311,0.255319149,0.142857143,0.617508472,1,0,1,1,0.352941176,0.936840034,1,0.007736301,0.019762906,1,1,0.049300759,17
TRAPPC10,24,57,7,0,88,3780,0.3837838,21,47,23.2804,0.291497976,0.148760331,0.532505123,1,0,1,1,0.453608247,0.952755061,1,0.084341677,0.195752756,1,1,0.126527016,21
TRAPPC11,17,32,4,1,54,3402,0.637,23,23,15.8730,0.237288136,0.172131148,0.476224877,1,0.040983607,0.510105817,1,0.979591837,0.104390831,0.745415987,5.18E-113,2.14E-111,1,1,0.403288559,4
TRAPPC12,12,30,4,0,46,2208,0.552,18,21,20.8333,0.330708661,0.1875,0.37509229,1,0,1,1,0.844444444,0.307197887,1,0.005667269,0.014567072,1,1,0.089537809,2
TRAPPC13,2,11,0,1,14,1254,0.868,10,3,11.1643,0.074074074,0.045454545,1,1,0.227272727,0.112127959,1,2.444444444,0.009478421,0.259421174,1.62E-92,4.18E-91,1,1,0.314029398,5
TRAPPC2,0,3,0,0,3,423,0.433,1,1,7.0922,0.285714286,0.083333333,1,1,0,1,1,0.8,0.651392418,1,0.993224014,1,1,1,0.155887046,X
TRAPPC2L,6,5,0,1,12,423,0.59675,2,8,28.3688,0.029850746,0.021276596,1,1,0.106382979,0.234776399,1,0.315789474,0.893312979,1,1.88E-37,1.44E-36,1,1,0.049346003,16
TRAPPC3,4,3,0,0,7,543,0.086,2,4,12.8913,0.042553191,0.037037037,1,1,0,1,1,0.545454545,0.781306607,1,0.113354197,0.25897053,1,1,0.041995835,1
TRAPPC3L,1,2,0,0,3,546,0.099,0,3,5.4945,0.117647059,0.045454545,1,1,0,1,1,0.222222222,1,1,7.69E-19,3.46E-18,1,1,0.135779739,6
TRAPPC4,2,8,1,1,12,660,0.382,3,7,18.1818,0.444444444,0.142857143,0.646216509,1,0,0.211683238,1,0.470588235,0.847652101,1,3.22E-70,4.30E-69,1,1,0.102943923,11
TRAPPC5,1,10,0,0,11,567,0.6032857,5,6,19.4004,0.117647059,0.027027027,1,1,0,1,1,0.8,0.493613193,1,8.07E-51,7.64E-50,1,1,0.148468266,19
TRAPPC6A,2,11,1,1,15,522,0.4021111,4,6,28.7356,0.444444444,0.162162162,0.556626205,1,0.135135135,0.187893165,1,0.666666667,0.641425555,1,0.012553329,0.031601569,1,1,0.305767591,19
TRAPPC6B,1,2,1,1,5,477,0.1165,0,2,10.4822,0.705882353,0.352941176,0.395153212,1,0.294117647,0.085333474,1,0.285714286,1,1,0.958668608,1,1,1,0.366941285,14
TRAPPC9,25,61,4,2,92,3741,0.5071818,32,39,24.5924,0.163424125,0.103960396,0.774682837,1,0.04950495,0.349534529,1,0.814814815,0.224444055,0.94948061,0.999999998,1,1,1,0.008133747,8
TRAT1,9,39,3,1,52,561,0.324375,19,29,92.6916,0.329896907,0.105263158,0.853945894,1,0.032894737,0.602153585,1,0.655737705,0.672958665,1,0.999994317,1,1,1,0.052523498,3
TRDMT1,4,20,2,0,26,1176,0.51625,9,13,22.1088,0.468085106,0.152777778,0.618475855,1,0,1,1,0.689655172,0.582286934,1,0.999995023,1,1,1,0.049948658,10
TREM1,7,20,3,0,30,705,0.4394,8,15,42.5532,0.415584416,0.195121951,0.440921979,1,0,1,1,0.545454545,0.790597859,1,0.999999562,1,1,1,0.012884921,6
TREM2,5,16,1,0,22,693,0.6208,9,10,31.7460,0.210526316,0.105263158,0.737046857,1,0,1,1,0.869565217,0.364518513,1,0.708811011,1,1,1,0.022590272,6
TREML1,5,16,1,0,22,936,0.3606923,5,11,23.5043,0.210526316,0.096774194,0.766183076,1,0,1,1,0.48,0.852075171,1,0.999999985,1,1,1,0.018585966,6
TREML2,16,34,0,2,52,1143,0.3429545,14,27,45.4943,0.011976048,0.007042254,1,1,0.070422535,0.208262557,1,0.526315789,0.852394573,1,0.142481486,0.32123255,1,1,0.008850076,6
TREML4,6,19,2,0,27,603,0.5393636,7,10,44.7761,0.328358209,0.192982456,0.407255326,1,0,1,1,0.695652174,0.584138683,1,0.999997496,1,1,1,0.107019568,6
TREX2,5,13,1,0,19,711,0.3497143,2,10,26.7229,0.210526316,0.105263158,0.655461841,1,0,1,1,0.260869565,0.983264789,1,0.999998004,1,1,1,0.028581989,X
TRH,12,19,0,0,31,729,0.4617273,9,19,42.5240,0.015748031,0.009803922,1,1,0,1,1,0.487804878,0.900680283,1,0.654990457,1,1,1,0.011338175,3
TRHDE,39,139,13,2,193,3075,0.5602473,77,90,62.7642,0.332493703,0.144420131,0.577300579,1,0.021881838,0.64180955,1,0.852459016,0.122824963,0.781972977,1.69E-113,7.10E-112,1,1,0.076494085,12
TRHR,22,50,7,0,79,1197,0.4950385,25,45,65.9983,0.317180617,0.155172414,0.447725467,1,0,1,1,0.559139785,0.865893411,1,0.175840672,0.392042004,1,1,0.022429559,8
TRIAP1,1,1,0,0,2,231,NA,0,2,8.6580,0.117647059,0.058823529,1,1,0,1,1,0.285714286,1,1,0.023457993,0.057836835,1,1,0.140829221,12
TRIB1,8,12,3,0,23,1119,0.6605,10,10,20.5541,0.367816092,0.280701754,0.146856351,1,0,1,1,0.956521739,0.273448714,1,1,1,1,1,0.070003266,8
TRIB2,13,12,0,0,25,1032,0.4689,8,15,24.2248,0.01459854,0.012195122,1,1,0,1,1,0.545454545,0.790597859,1,0.947690274,1,1,1,0.024022747,2
TRIB3,12,19,3,0,34,1077,0.4203333,9,21,31.5692,0.251968504,0.142857143,0.485792911,1,0,1,1,0.444444444,0.940005694,1,1,1,1,1,0.028487354,20
TRIL,8,12,3,0,23,2433,0.5135714,5,12,9.4533,0.367816092,0.23880597,0.28672009,1,0,1,1,0.444444444,0.889722405,1,0.999999996,1,1,1,0.225351553,7
TRIM10,15,34,3,0,52,1446,0.5262857,18,28,35.9613,0.203821656,0.108843537,0.812806212,1,0,1,1,0.644067797,0.629985752,1,0.999992798,1,1,1,0.029425682,6
TRIM11,6,19,4,0,29,1407,0.4155385,6,16,20.6112,0.626865672,0.24137931,0.195515739,1,0,1,1,0.4,0.939334928,1,0.262007811,0.57013559,1,1,0.272845651,1
TRIM14,6,16,2,1,25,1329,0.3666364,3,15,18.8111,0.328358209,0.134146341,0.581119749,1,0,0.378556683,1,0.242424242,0.993376408,1,0.997909805,1,1,1,0.325633661,9
TRIM16,14,26,4,4,48,1695,0.5817222,15,19,28.3186,0.285714286,0.205882353,0.335761506,1,0.147058824,0.00417322,0.354936227,0.780487805,0.341476344,1,0.005804301,0.014906989,1,1,0.512533649,17
TRIM16L,11,8,0,0,19,1047,0.2135,3,15,18.1471,0.017094017,0.012195122,1,1,0,1,1,0.242424242,0.993376408,1,0.000428799,0.001183267,1,1,0.035749599,17
TRIM17,6,19,2,0,27,1434,0.3508571,7,12,18.8285,0.328358209,0.164179104,0.626545931,1,0,1,1,0.592592593,0.721286777,1,0.262007811,0.57013559,1,1,0.038567307,1
TRIM2,8,28,2,0,38,2235,0.5466471,15,17,17.0022,0.252873563,0.119565217,0.732989954,1,0,1,1,0.864864865,0.305638975,1,2.19E-14,8.86E-14,1,1,0.366780809,4
TRIM21,13,26,2,0,41,1428,0.4514375,11,25,28.7115,0.160583942,0.083333333,0.904501196,1,0,1,1,0.452830189,0.927031121,1,1.37E-37,1.06E-36,1,1,0.203572727,11
TRIM22,8,25,6,1,40,1497,0.4888235,10,21,26.7201,0.712643678,0.276785714,0.152251143,1,0.044642857,0.480091291,1,0.488888889,0.879589895,1,1.84E-33,1.29E-32,1,1,0.370487026,11
TRIM24,15,44,7,1,67,3051,0.3856452,16,34,21.9600,0.458598726,0.203389831,0.327727854,1,0.028248588,0.657111102,1,0.478873239,0.841566208,1,1.22E-06,3.82E-06,1,1,0.07003207,7
TRIM25,11,21,2,2,36,1893,0.3871176,9,21,19.0174,0.188034188,0.098214286,0.607056877,1,0,0.145023725,1,0.444444444,0.922465623,1,0.999991189,1,1,1,0.075547739,17
TRIM26,16,24,5,1,46,1620,0.4885882,14,25,28.3951,0.311377246,0.196969697,0.42442833,1,0.037878788,0.55191019,1,0.566037736,0.822573511,1,0.999983831,1,1,1,0.262198567,6
TRIM28,11,20,1,2,34,2508,0.7197692,13,16,13.5566,0.102564103,0.068965517,0.865890509,1,0.114942529,0.096347071,1,0.8,0.403115017,1,1,1,1,1,0.298655823,19
TRIM29,12,37,1,0,50,1767,0.4013929,18,24,28.2965,0.094488189,0.047244094,0.972519555,1,0,1,1,0.745098039,0.459058526,1,1.28E-78,2.21E-77,1,1,0.010504543,11
TRIM3,19,29,3,1,52,2235,0.5064583,16,30,23.2662,0.162436548,0.101910828,0.788664528,1,0,0.613808204,1,0.53968254,0.82273269,1,9.61E-30,6.04E-29,1,1,0.008030574,11
TRIM31,8,11,3,0,22,1278,0.18425,1,15,17.2144,0.367816092,0.195121951,0.429517555,1,0,1,1,0.121212121,0.99978188,1,0.795524762,1,1,1,0.17703734,6
TRIM32,12,41,5,0,58,1962,0.452,19,26,29.5617,0.409448819,0.189781022,0.284081626,1,0,1,1,0.727272727,0.487950725,1,0.377661538,0.801447382,1,1,0.382200029,9
TRIM33,16,44,4,0,64,3384,0.5910909,25,29,18.9125,0.251497006,0.138157895,0.652144967,1,0,1,1,0.852459016,0.253443501,0.991617699,1.17E-34,8.49E-34,1,1,0.041089763,1
TRIM34,0,5,0,0,5,1467,0.451,1,2,3.4083,0.285714286,0.058823529,1,1,0,1,1,0.571428571,0.794171626,1,4.87E-33,3.37E-32,1,1,0.285396971,11
TRIM35,5,28,2,0,35,1482,0.4123,10,12,23.6167,0.385964912,0.164179104,0.489837503,1,0,1,1,0.814814815,0.411338197,1,8.92E-59,9.82E-58,1,1,0.026990965,8
TRIM36,9,41,4,0,54,2187,0.5183077,17,28,24.6914,0.432989691,0.142857143,0.679492515,1,0,1,1,0.610169492,0.791628032,1,8.51E-38,6.59E-37,1,1,0.237775764,5
TRIM37,10,39,8,0,57,2895,0.4075517,16,28,19.6891,0.76635514,0.278911565,0.112424143,1,0,1,1,0.576271186,0.778890924,1,0.977856646,1,1,1,0.135559166,17
TRIM38,11,31,3,0,45,1398,0.32804,10,27,32.1888,0.273504274,0.112676056,0.803620084,1,0,1,1,0.385964912,0.973237524,1,0.658115832,1,1,1,0.05438772,6
TRIM39,5,29,1,0,35,1557,0.2978696,7,20,22.4791,0.210526316,0.056074766,0.944407112,1,0,1,1,0.372093023,0.966067339,1,0.688660451,1,1,1,0.028162843,6
TRIM4,3,15,1,0,19,1503,0.4833636,9,9,12.6414,0.324324324,0.115384615,0.747914062,1,0,1,1,0.952380952,0.291455956,1,0.999999999,1,1,1,0.052429955,7
TRIM40,5,11,0,0,16,690,0.33375,3,10,23.1884,0.035087719,0.01754386,1,1,0,1,1,0.347826087,0.949609543,1,0.999999953,1,1,1,0.026050222,6
TRIM41,15,26,7,0,48,1893,0.4108261,7,26,25.3566,0.458598726,0.262773723,0.185506211,1,0,1,1,0.290909091,0.997575246,1,1,1,1,1,0.204092915,5
TRIM42,28,78,9,1,116,2172,0.4218393,36,59,53.4070,0.320557491,0.152317881,0.545420781,1,0.016556291,0.850855897,1,0.611570248,0.848982203,1,0.999085211,1,1,1,0.062605602,3
TRIM43,3,20,0,0,23,1341,0.3351667,6,14,17.1514,0.054054054,0.012987013,1,1,0,1,1,0.451612903,0.918383842,1,0.999970542,1,1,1,0.021160003,2
TRIM44,4,20,1,0,25,1035,0.4166667,9,11,24.1546,0.255319149,0.096774194,0.895325079,1,0,1,1,0.8,0.51235336,1,1,1,1,1,0.072521453,11
TRIM45,7,32,1,1,41,1743,0.3734286,13,21,23.5227,0.155844156,0.053571429,0.944180934,1,0.044642857,0.480091291,1,0.622222222,0.68723592,1,1.94E-28,1.17E-27,1,1,0.020571197,1
TRIM46,10,54,3,0,67,2280,0.4945,26,28,29.3860,0.299065421,0.108843537,0.699509387,1,0,1,1,0.915254237,0.138196573,0.825011387,0.999970293,1,1,1,0.048153188,1
TRIM47,9,19,3,1,32,1917,0.3984286,8,18,16.6927,0.329896907,0.164948454,0.438351501,1,0.051546392,0.448237854,1,0.461538462,0.920558798,1,0.999990702,1,1,1,0.04216631,17
TRIM48,6,63,0,2,71,627,0.3499762,24,42,113.2376,0.029850746,0.004608295,1,1,0.046082949,0.391724194,1,0.574712644,0.85865747,1,0.999941598,1,1,1,0.002287386,11
TRIM49,8,31,2,0,41,1341,0.4756,14,24,30.5742,0.252873563,0.086614173,0.884067864,1,0,1,1,0.588235294,0.749986529,1,9.47E-07,2.99E-06,1,1,0.109726818,11
TRIM49C,0,2,0,1,3,1359,0.062,0,1,2.2075,0.285714286,0.083333333,1,1,0.416666667,0.057730378,1,0.4,1,1,9.47E-07,2.99E-06,1,1,0.371757695,11
TRIM5,16,26,4,0,46,1482,0.4112778,10,26,31.0391,0.251497006,0.153284672,0.682017846,1,0,1,1,0.4,0.955124621,1,7.72E-36,5.73E-35,1,1,0.269670256,11
TRIM50,8,18,1,0,27,1464,0.5690667,12,13,18.4426,0.137931034,0.083333333,0.810645046,1,0,1,1,0.896551724,0.30130903,1,0.492209003,1,1,1,0.053352959,7
TRIM51,22,85,14,2,123,882,0.3906508,31,69,139.4558,0.625550661,0.201704545,0.160271367,1,0.028409091,0.626960463,1,0.453900709,0.981955322,1,0.203901693,0.45115846,1,1,0.295474277,11
